source,valid,error,r_target,r_prime,beta,n_coeff,n_trotter_steps,state_prep_method,fidelity,post_prob,mo_score,pareto_rank,rel_error,eta_real,eta_imag,prep_fidelity,circuit_depth,circuit_size,runtime_sec,optimizer,seed_rank,seed_method,seed_n_coeff,seed_n_trotter,seed_fidelity,seed_post_prob,seed_mo_score,opt_success,opt_message,opt_fun,opt_nfev
grid,True,,1.0,0.5,0.45,48,200,injection,0.004115271306880088,4.916665562312593e-08,1.4224420098587664e-05,59,15.556263839015287,-3.3691685206418094e-05,3.383565108117402e-17,1.0,3002,4604,7.212419832998421,,,,,,,,,,,,
grid,True,,1.0,0.5,0.6,24,100,injection,0.5679344999286295,0.00010158233564876536,0.0075955324367857025,24,0.8722192537609775,0.017990630624072374,-6.582243586693289e-16,1.0,1502,2304,3.6287009160150774,,,,,,,,,,,,
grid,True,,1.0,0.5,0.6,24,200,injection,0.5678673225777645,0.00010158092270538904,0.00759503038846377,25,0.8723386504696444,0.01798944148216685,-2.24462587696604e-15,1.0,3002,4604,7.346768584015081,,,,,,,,,,,,
grid,True,,1.0,0.5,0.6,48,100,injection,0.008635346534691094,2.930341598654467e-08,1.5907392988608163e-05,59,10.714621401531769,-3.7677942110285555e-05,-1.7055971480502893e-17,1.0,1502,2304,3.780271667026682,,,,,,,,,,,,
grid,True,,1.0,0.5,0.6,48,200,injection,0.00862624658676658,2.9338790547760697e-08,1.590860276147721e-05,59,10.720320615405575,-3.768080755480933e-05,8.99183374240719e-17,1.0,3002,4604,7.317865124990931,,,,,,,,,,,,
grid,True,,1.0,0.5,0.75,24,100,injection,0.7822183050609405,8.288170912118883e-05,0.008051806631392126,14,0.5276509195240534,0.019071352820544753,-9.729078215511682e-16,1.0,1502,2304,4.108292332995916,,,,,,,,,,,,
grid,True,,1.0,0.5,0.75,24,200,injection,0.7820963903831565,8.288558204116879e-05,0.008051367245953019,14,0.5278397244629953,0.019070312100726572,-1.92331405545277e-15,1.0,3002,4604,7.431769749993691,,,,,,,,,,,,
grid,True,,1.0,0.5,0.75,48,100,injection,0.02302543794239013,1.542070119906979e-08,1.8843258701385027e-05,55,6.513848873525053,4.463177662287955e-05,-6.374464662853328e-17,1.0,1502,2304,3.858974834001856,,,,,,,,,,,,
grid,True,,1.0,0.5,0.75,48,200,injection,0.023020865794207368,1.543840637882689e-08,1.885220096761672e-05,55,6.5145109390911555,4.465295710101661e-05,3.613720782332184e-17,1.0,3002,4604,7.32112291600788,,,,,,,,,,,,
grid,True,,1.0,0.5,0.9,24,100,injection,0.5966025935080268,3.846650059398896e-05,0.0047905337925487875,24,0.8222880566599035,0.01134676530857574,-6.114102074416855e-16,1.0,1502,2304,3.7109377079759724,,,,,,,,,,,,
grid,True,,1.0,0.5,0.9,24,200,injection,0.5965522211190135,3.846628696607798e-05,0.004790318249116146,25,0.8223741128751201,0.011346254776587052,-1.2865042428765585e-15,1.0,3002,4604,7.177120291016763,,,,,,,,,,,,
grid,True,,1.0,0.5,0.9,48,100,injection,0.007702931028698031,1.0365486298523161e-07,2.8256791402499745e-05,58,11.349921286779885,6.692848736736686e-05,8.423463419059269e-18,1.0,1502,2304,3.8174594169831835,,,,,,,,,,,,
grid,True,,1.0,0.5,0.9,48,200,injection,0.007673881709685184,1.0376812470794327e-07,2.8218864510192772e-05,58,11.371549886266815,6.683865446679109e-05,-3.204549569126453e-17,1.0,3002,4604,7.350050999986706,,,,,,,,,,,,
grid,True,,1.0,0.5,0.99,24,100,injection,0.9026022280341683,6.596897381496841e-06,0.0024401586576802375,4,0.32849314453200956,0.005779712408553037,-2.5391037678019193e-16,1.0,1502,2304,3.83636824999121,,,,,,,,,,,,
grid,True,,1.0,0.5,0.99,24,200,injection,0.9022653441309689,6.598977387586569e-06,0.002440087827010183,4,0.32912218365190044,0.005779544640403482,-2.55109338315764e-16,1.0,3002,4604,7.662044083990622,,,,,,,,,,,,
grid,True,,1.0,0.5,0.99,48,100,injection,0.009493164156198618,7.314840503993371e-08,2.635165681334282e-05,58,10.21464418654565,-6.241602257731844e-05,-3.1415997877109456e-18,1.0,1502,2304,3.7918172090139706,,,,,,,,,,,,
grid,True,,1.0,0.5,0.99,48,200,injection,0.009472121107471214,7.323047213733982e-08,2.6337196146176594e-05,58,10.226092825963539,-6.238177132189549e-05,3.315339861606708e-17,1.0,3002,4604,7.458159708010498,,,,,,,,,,,,
grid,False,invalid_lchs_constraints,1.0,1.0,0.3,24,100,injection,,,,,,,,,,,,,,,,,,,,,,,
grid,False,invalid_lchs_constraints,1.0,1.0,0.3,24,200,injection,,,,,,,,,,,,,,,,,,,,,,,
grid,False,invalid_lchs_constraints,1.0,1.0,0.3,48,100,injection,,,,,,,,,,,,,,,,,,,,,,,
grid,False,invalid_lchs_constraints,1.0,1.0,0.3,48,200,injection,,,,,,,,,,,,,,,,,,,,,,,
grid,False,invalid_lchs_constraints,1.0,1.0,0.45,24,100,injection,,,,,,,,,,,,,,,,,,,,,,,
grid,False,invalid_lchs_constraints,1.0,1.0,0.45,24,200,injection,,,,,,,,,,,,,,,,,,,,,,,
grid,False,invalid_lchs_constraints,1.0,1.0,0.45,48,100,injection,,,,,,,,,,,,,,,,,,,,,,,
grid,False,invalid_lchs_constraints,1.0,1.0,0.45,48,200,injection,,,,,,,,,,,,,,,,,,,,,,,
grid,False,invalid_lchs_constraints,1.0,1.0,0.6,24,100,injection,,,,,,,,,,,,,,,,,,,,,,,
grid,False,invalid_lchs_constraints,1.0,1.0,0.6,24,200,injection,,,,,,,,,,,,,,,,,,,,,,,
grid,False,invalid_lchs_constraints,1.0,1.0,0.6,48,100,injection,,,,,,,,,,,,,,,,,,,,,,,
grid,False,invalid_lchs_constraints,1.0,1.0,0.6,48,200,injection,,,,,,,,,,,,,,,,,,,,,,,
grid,False,invalid_lchs_constraints,1.0,1.0,0.75,24,100,injection,,,,,,,,,,,,,,,,,,,,,,,
grid,False,invalid_lchs_constraints,1.0,1.0,0.75,24,200,injection,,,,,,,,,,,,,,,,,,,,,,,
grid,False,invalid_lchs_constraints,1.0,1.0,0.75,48,100,injection,,,,,,,,,,,,,,,,,,,,,,,
grid,False,invalid_lchs_constraints,1.0,1.0,0.75,48,200,injection,,,,,,,,,,,,,,,,,,,,,,,
grid,False,invalid_lchs_constraints,1.0,1.0,0.9,24,100,injection,,,,,,,,,,,,,,,,,,,,,,,
grid,False,invalid_lchs_constraints,1.0,1.0,0.9,24,200,injection,,,,,,,,,,,,,,,,,,,,,,,
grid,False,invalid_lchs_constraints,1.0,1.0,0.9,48,100,injection,,,,,,,,,,,,,,,,,,,,,,,
grid,False,invalid_lchs_constraints,1.0,1.0,0.9,48,200,injection,,,,,,,,,,,,,,,,,,,,,,,
grid,False,invalid_lchs_constraints,1.0,1.0,0.99,24,100,injection,,,,,,,,,,,,,,,,,,,,,,,
grid,False,invalid_lchs_constraints,1.0,1.0,0.99,24,200,injection,,,,,,,,,,,,,,,,,,,,,,,
grid,False,invalid_lchs_constraints,1.0,1.0,0.99,48,100,injection,,,,,,,,,,,,,,,,,,,,,,,
grid,False,invalid_lchs_constraints,1.0,1.0,0.99,48,200,injection,,,,,,,,,,,,,,,,,,,,,,,
grid,False,invalid_lchs_constraints,1.0,2.0,0.3,24,100,injection,,,,,,,,,,,,,,,,,,,,,,,
grid,False,invalid_lchs_constraints,1.0,2.0,0.3,24,200,injection,,,,,,,,,,,,,,,,,,,,,,,
grid,False,invalid_lchs_constraints,1.0,2.0,0.3,48,100,injection,,,,,,,,,,,,,,,,,,,,,,,
grid,False,invalid_lchs_constraints,1.0,2.0,0.3,48,200,injection,,,,,,,,,,,,,,,,,,,,,,,
grid,False,invalid_lchs_constraints,1.0,2.0,0.45,24,100,injection,,,,,,,,,,,,,,,,,,,,,,,
grid,False,invalid_lchs_constraints,1.0,2.0,0.45,24,200,injection,,,,,,,,,,,,,,,,,,,,,,,
grid,False,invalid_lchs_constraints,1.0,2.0,0.45,48,100,injection,,,,,,,,,,,,,,,,,,,,,,,
grid,False,invalid_lchs_constraints,1.0,2.0,0.45,48,200,injection,,,,,,,,,,,,,,,,,,,,,,,
grid,False,invalid_lchs_constraints,1.0,2.0,0.6,24,100,injection,,,,,,,,,,,,,,,,,,,,,,,
grid,False,invalid_lchs_constraints,1.0,2.0,0.6,24,200,injection,,,,,,,,,,,,,,,,,,,,,,,
grid,False,invalid_lchs_constraints,1.0,2.0,0.6,48,100,injection,,,,,,,,,,,,,,,,,,,,,,,
grid,False,invalid_lchs_constraints,1.0,2.0,0.6,48,200,injection,,,,,,,,,,,,,,,,,,,,,,,
grid,False,invalid_lchs_constraints,1.0,2.0,0.75,24,100,injection,,,,,,,,,,,,,,,,,,,,,,,
grid,False,invalid_lchs_constraints,1.0,2.0,0.75,24,200,injection,,,,,,,,,,,,,,,,,,,,,,,
grid,False,invalid_lchs_constraints,1.0,2.0,0.75,48,100,injection,,,,,,,,,,,,,,,,,,,,,,,
grid,False,invalid_lchs_constraints,1.0,2.0,0.75,48,200,injection,,,,,,,,,,,,,,,,,,,,,,,
grid,False,invalid_lchs_constraints,1.0,2.0,0.9,24,100,injection,,,,,,,,,,,,,,,,,,,,,,,
grid,False,invalid_lchs_constraints,1.0,2.0,0.9,24,200,injection,,,,,,,,,,,,,,,,,,,,,,,
grid,False,invalid_lchs_constraints,1.0,2.0,0.9,48,100,injection,,,,,,,,,,,,,,,,,,,,,,,
grid,False,invalid_lchs_constraints,1.0,2.0,0.9,48,200,injection,,,,,,,,,,,,,,,,,,,,,,,
grid,False,invalid_lchs_constraints,1.0,2.0,0.99,24,100,injection,,,,,,,,,,,,,,,,,,,,,,,
grid,False,invalid_lchs_constraints,1.0,2.0,0.99,24,200,injection,,,,,,,,,,,,,,,,,,,,,,,
grid,False,invalid_lchs_constraints,1.0,2.0,0.99,48,100,injection,,,,,,,,,,,,,,,,,,,,,,,
grid,False,invalid_lchs_constraints,1.0,2.0,0.99,48,200,injection,,,,,,,,,,,,,,,,,,,,,,,
grid,False,invalid_lchs_constraints,1.0,3.0,0.3,24,100,injection,,,,,,,,,,,,,,,,,,,,,,,
grid,False,invalid_lchs_constraints,1.0,3.0,0.3,24,200,injection,,,,,,,,,,,,,,,,,,,,,,,
grid,False,invalid_lchs_constraints,1.0,3.0,0.3,48,100,injection,,,,,,,,,,,,,,,,,,,,,,,
grid,False,invalid_lchs_constraints,1.0,3.0,0.3,48,200,injection,,,,,,,,,,,,,,,,,,,,,,,
grid,False,invalid_lchs_constraints,1.0,3.0,0.45,24,100,injection,,,,,,,,,,,,,,,,,,,,,,,
grid,False,invalid_lchs_constraints,1.0,3.0,0.45,24,200,injection,,,,,,,,,,,,,,,,,,,,,,,
grid,False,invalid_lchs_constraints,1.0,3.0,0.45,48,100,injection,,,,,,,,,,,,,,,,,,,,,,,
grid,False,invalid_lchs_constraints,1.0,3.0,0.45,48,200,injection,,,,,,,,,,,,,,,,,,,,,,,
grid,False,invalid_lchs_constraints,1.0,3.0,0.6,24,100,injection,,,,,,,,,,,,,,,,,,,,,,,
grid,False,invalid_lchs_constraints,1.0,3.0,0.6,24,200,injection,,,,,,,,,,,,,,,,,,,,,,,
grid,False,invalid_lchs_constraints,1.0,3.0,0.6,48,100,injection,,,,,,,,,,,,,,,,,,,,,,,
grid,False,invalid_lchs_constraints,1.0,3.0,0.6,48,200,injection,,,,,,,,,,,,,,,,,,,,,,,
grid,False,invalid_lchs_constraints,1.0,3.0,0.75,24,100,injection,,,,,,,,,,,,,,,,,,,,,,,
grid,False,invalid_lchs_constraints,1.0,3.0,0.75,24,200,injection,,,,,,,,,,,,,,,,,,,,,,,
grid,False,invalid_lchs_constraints,1.0,3.0,0.75,48,100,injection,,,,,,,,,,,,,,,,,,,,,,,
grid,False,invalid_lchs_constraints,1.0,3.0,0.75,48,200,injection,,,,,,,,,,,,,,,,,,,,,,,
grid,False,invalid_lchs_constraints,1.0,3.0,0.9,24,100,injection,,,,,,,,,,,,,,,,,,,,,,,
grid,False,invalid_lchs_constraints,1.0,3.0,0.9,24,200,injection,,,,,,,,,,,,,,,,,,,,,,,
grid,False,invalid_lchs_constraints,1.0,3.0,0.9,48,100,injection,,,,,,,,,,,,,,,,,,,,,,,
grid,False,invalid_lchs_constraints,1.0,3.0,0.9,48,200,injection,,,,,,,,,,,,,,,,,,,,,,,
grid,False,invalid_lchs_constraints,1.0,3.0,0.99,24,100,injection,,,,,,,,,,,,,,,,,,,,,,,
grid,False,invalid_lchs_constraints,1.0,3.0,0.99,24,200,injection,,,,,,,,,,,,,,,,,,,,,,,
grid,False,invalid_lchs_constraints,1.0,3.0,0.99,48,100,injection,,,,,,,,,,,,,,,,,,,,,,,
grid,False,invalid_lchs_constraints,1.0,3.0,0.99,48,200,injection,,,,,,,,,,,,,,,,,,,,,,,
grid,False,invalid_lchs_constraints,1.0,4.0,0.3,24,100,injection,,,,,,,,,,,,,,,,,,,,,,,
grid,False,invalid_lchs_constraints,1.0,4.0,0.3,24,200,injection,,,,,,,,,,,,,,,,,,,,,,,
grid,False,invalid_lchs_constraints,1.0,4.0,0.3,48,100,injection,,,,,,,,,,,,,,,,,,,,,,,
grid,False,invalid_lchs_constraints,1.0,4.0,0.3,48,200,injection,,,,,,,,,,,,,,,,,,,,,,,
grid,False,invalid_lchs_constraints,1.0,4.0,0.45,24,100,injection,,,,,,,,,,,,,,,,,,,,,,,
grid,False,invalid_lchs_constraints,1.0,4.0,0.45,24,200,injection,,,,,,,,,,,,,,,,,,,,,,,
grid,False,invalid_lchs_constraints,1.0,4.0,0.45,48,100,injection,,,,,,,,,,,,,,,,,,,,,,,
grid,False,invalid_lchs_constraints,1.0,4.0,0.45,48,200,injection,,,,,,,,,,,,,,,,,,,,,,,
grid,False,invalid_lchs_constraints,1.0,4.0,0.6,24,100,injection,,,,,,,,,,,,,,,,,,,,,,,
grid,False,invalid_lchs_constraints,1.0,4.0,0.6,24,200,injection,,,,,,,,,,,,,,,,,,,,,,,
grid,False,invalid_lchs_constraints,1.0,4.0,0.6,48,100,injection,,,,,,,,,,,,,,,,,,,,,,,
grid,False,invalid_lchs_constraints,1.0,4.0,0.6,48,200,injection,,,,,,,,,,,,,,,,,,,,,,,
grid,False,invalid_lchs_constraints,1.0,4.0,0.75,24,100,injection,,,,,,,,,,,,,,,,,,,,,,,
grid,False,invalid_lchs_constraints,1.0,4.0,0.75,24,200,injection,,,,,,,,,,,,,,,,,,,,,,,
grid,False,invalid_lchs_constraints,1.0,4.0,0.75,48,100,injection,,,,,,,,,,,,,,,,,,,,,,,
grid,False,invalid_lchs_constraints,1.0,4.0,0.75,48,200,injection,,,,,,,,,,,,,,,,,,,,,,,
grid,False,invalid_lchs_constraints,1.0,4.0,0.9,24,100,injection,,,,,,,,,,,,,,,,,,,,,,,
grid,False,invalid_lchs_constraints,1.0,4.0,0.9,24,200,injection,,,,,,,,,,,,,,,,,,,,,,,
grid,False,invalid_lchs_constraints,1.0,4.0,0.9,48,100,injection,,,,,,,,,,,,,,,,,,,,,,,
grid,False,invalid_lchs_constraints,1.0,4.0,0.9,48,200,injection,,,,,,,,,,,,,,,,,,,,,,,
grid,False,invalid_lchs_constraints,1.0,4.0,0.99,24,100,injection,,,,,,,,,,,,,,,,,,,,,,,
grid,False,invalid_lchs_constraints,1.0,4.0,0.99,24,200,injection,,,,,,,,,,,,,,,,,,,,,,,
grid,False,invalid_lchs_constraints,1.0,4.0,0.99,48,100,injection,,,,,,,,,,,,,,,,,,,,,,,
grid,False,invalid_lchs_constraints,1.0,4.0,0.99,48,200,injection,,,,,,,,,,,,,,,,,,,,,,,
grid,True,,2.0,0.01,0.3,24,100,injection,0.5390450339201099,0.18192150928890916,0.313151538628565,11,0.9247337841935364,0.7417246529738429,-4.290691728527077e-14,1.0,1502,2304,3.8710537090082653,,,,,,,,,,,,
grid,True,,2.0,0.01,0.3,24,200,injection,0.539014846935683,0.18192092703937454,0.3131422690128658,12,0.9247899580244721,0.7417026971421145,-8.673776817395196e-14,1.0,3002,4604,7.662852709006984,,,,,,,,,,,,
grid,True,,2.0,0.01,0.3,48,100,injection,0.5542190857294941,0.1823381124360144,0.3178919029606284,5,0.8968503800479725,0.7529525878726071,-4.335745288946517e-14,1.0,1502,2304,3.9368229579995386,,,,,,,,,,,,
grid,True,,2.0,0.01,0.3,48,200,injection,0.5540250105611495,0.1823354165401115,0.31783388912182864,6,0.8972026891290885,0.7528151774206582,-8.851111484156456e-14,1.0,3002,4604,7.768218749988591,,,,,,,,,,,,
grid,True,,2.0,0.01,0.45,24,100,injection,0.5430439372529065,0.19255076537265103,0.32336283915908615,9,0.9173176233406733,0.765910941106363,-4.659691297380267e-14,1.0,1502,2304,3.769392999995034,,,,,,,,,,,,
grid,True,,2.0,0.01,0.45,24,200,injection,0.5430201722618129,0.1925505228120559,0.32335555981999864,10,0.9173615498398228,0.7658936994051654,-9.03191669944009e-14,1.0,3002,4604,9.101202499994542,,,,,,,,,,,,
grid,True,,2.0,0.01,0.45,48,100,injection,0.5527538902192944,0.19482811409584236,0.32816458978775487,6,0.8995128709468523,0.7772842743951406,-4.547957728078117e-14,1.0,1502,2304,4.052959374996135,,,,,,,,,,,,
grid,True,,2.0,0.01,0.45,48,200,injection,0.5527457754151013,0.19483317891883387,0.32816644642327464,6,0.8995276341251096,0.777288671985977,-9.105651082533837e-14,1.0,3002,4604,7.525690207985463,,,,,,,,,,,,
grid,True,,2.0,0.01,0.6,24,100,injection,0.5465740329309096,0.19592997954888425,0.32724645008632913,6,0.9108119006177865,0.7751095865286721,-4.629759909417444e-14,1.0,1502,2304,3.633247999998275,,,,,,,,,,,,
grid,True,,2.0,0.01,0.6,24,200,injection,0.5465599953389197,0.19593023346219518,0.3272424597876181,6,0.9108376959388249,0.7751001351846368,-9.087306757923998e-14,1.0,3002,4604,7.223956416011788,,,,,,,,,,,,
grid,True,,2.0,0.01,0.6,48,100,injection,0.546320135326804,0.1956635127160444,0.3269478807784923,8,0.9112785519047222,0.774402401064364,-4.3495979481523886e-14,1.0,1502,2304,3.854922333994182,,,,,,,,,,,,
grid,True,,2.0,0.01,0.6,48,200,injection,0.5464286281693683,0.195669924788355,0.3269857008740662,7,0.9110791235915332,0.7744919810082714,-9.136604976241747e-14,1.0,3002,4604,7.151283582992619,,,,,,,,,,,,
grid,True,,2.0,0.01,0.75,24,100,injection,0.5494319240030565,0.1902277399942199,0.32329118946203506,7,0.9055725796553811,0.765741233025369,-4.450333377050008e-14,1.0,1502,2304,3.75653466701624,,,,,,,,,,,,
grid,True,,2.0,0.01,0.75,24,200,injection,0.5494275131452807,0.19022835876006797,0.3232904175555663,7,0.9055806472407056,0.7657394047026976,-8.778282971132828e-14,1.0,3002,4604,7.262328084005276,,,,,,,,,,,,
grid,True,,2.0,0.01,0.75,48,100,injection,0.5430308666051903,0.1847006252330114,0.31669881683202206,10,0.917341782519708,0.7501266672381947,-4.267329513260774e-14,1.0,1502,2304,3.744777832995169,,,,,,,,,,,,
grid,True,,2.0,0.01,0.75,48,200,injection,0.5430325772029718,0.18469866481123862,0.31669763491127423,10,0.9173386207001477,0.7501238677636644,-8.771204544566663e-14,1.0,3002,4604,7.176466082979459,,,,,,,,,,,,
grid,True,,2.0,0.01,0.9,24,100,injection,0.5521169305655842,0.16749334498263355,0.3040985227224462,7,0.9006722671652462,0.7202818553087252,-4.18626158603203e-14,1.0,1502,2304,3.657171583006857,,,,,,,,,,,,
grid,True,,2.0,0.01,0.9,24,200,injection,0.5521064807934173,0.167493422453022,0.30409571523877665,7,0.9006912977239037,0.7202752055574269,-8.478652617337881e-14,1.0,3002,4604,7.186021749977954,,,,,,,,,,,,
grid,True,,2.0,0.01,0.9,48,100,injection,0.5577522820896934,0.16368390874536204,0.3021507465555675,5,0.8904552982211884,0.7156683905057871,-4.11561719214645e-14,1.0,1502,2304,3.799286084016785,,,,,,,,,,,,
grid,True,,2.0,0.01,0.9,48,200,injection,0.5576188184123974,0.16368181211933264,0.3021126589032348,6,0.8906962240948691,0.7155781768321362,-8.363707816416437e-14,1.0,3002,4604,7.150434332987061,,,,,,,,,,,,
grid,True,,2.0,0.01,0.99,24,100,injection,0.5546233191683154,0.13919140471066574,0.2778467183184457,7,0.8961169135771606,0.6581023412090353,-3.9369885488038034e-14,1.0,1502,2304,3.672261375002563,,,,,,,,,,,,
grid,True,,2.0,0.01,0.99,24,200,injection,0.554590477471979,0.13919067532230064,0.27783776396782695,8,0.8961764860930604,0.6580811321080535,-7.611408159192468e-14,1.0,3002,4604,7.43596666699159,,,,,,,,,,,,
grid,True,,2.0,0.01,0.99,48,100,injection,0.5565113031421133,0.13581821704810637,0.2749261227309621,8,0.8926974268648243,0.6511846752186642,-3.8285829920539164e-14,1.0,1502,2304,3.8873202090035193,,,,,,,,,,,,
grid,True,,2.0,0.01,0.99,48,200,injection,0.5567857582193284,0.13582893228244058,0.27500475459344426,7,0.8922011824744814,0.6513709211211038,-7.615599899537252e-14,1.0,3002,4604,7.405030875001103,,,,,,,,,,,,
grid,True,,2.0,0.5,0.3,24,100,injection,0.5158617256542137,0.4293441809696437,0.4706189861178525,10,0.9687641425498428,1.1146989910696372,-6.442954660764588e-14,1.0,1502,2304,3.7274471249838825,,,,,,,,,,,,
grid,True,,2.0,0.5,0.3,24,200,injection,0.5158535323096561,0.42934465260358434,0.47061550720712675,10,0.9687800335009061,1.114690750989253,-1.2846129930544716e-13,1.0,3002,4604,7.235954875010066,,,,,,,,,,,,
grid,True,,2.0,0.5,0.3,48,100,injection,0.5136421285430647,0.40150045550316615,0.45412283423723177,11,0.9730780049089097,1.0756265260814641,-6.328204850677637e-14,1.0,1502,2304,3.8177105829818174,,,,,,,,,,,,
grid,True,,2.0,0.5,0.3,48,200,injection,0.5136172752302826,0.40150125795560787,0.45411230121269575,11,0.973126410504977,1.0756015777641,-1.2545012229530525e-13,1.0,3002,4604,7.312552541989135,,,,,,,,,,,,
grid,True,,2.0,0.5,0.45,24,100,injection,0.5227805454832523,0.46452656628070155,0.4927935183336803,8,0.9554310723123959,1.1672211574452933,-6.772342841606269e-14,1.0,1502,2304,3.735592583019752,,,,,,,,,,,,
grid,True,,2.0,0.5,0.45,24,200,injection,0.5227675572762985,0.4645277405795677,0.4927880195681087,8,0.9554559429056853,1.167208133175947,-1.347892470072806e-13,1.0,3002,4604,7.217084917007014,,,,,,,,,,,,
grid,True,,2.0,0.5,0.45,48,100,injection,0.5223160484674619,0.4521737766246196,0.48598109040083043,9,0.9563208850064476,1.1510853729413069,-6.611360837270264e-14,1.0,1502,2304,3.79808733399841,,,,,,,,,,,,
grid,True,,2.0,0.5,0.45,48,200,injection,0.5222935250734791,0.4521743518457733,0.485970921119098,9,0.9563640510638884,1.1510612861780836,-1.3306496535342266e-13,1.0,3002,4604,7.2401301249919925,,,,,,,,,,,,
grid,True,,2.0,0.5,0.6,24,100,injection,0.5317057483128769,0.47201243049558034,0.500970780155522,5,0.938477220782119,1.1865896609935895,-6.724367885080738e-14,1.0,1502,2304,3.623228125012247,,,,,,,,,,,,
grid,True,,2.0,0.5,0.6,24,200,injection,0.5316884271800606,0.4720129965416655,0.5009629205238503,5,0.9385098635099972,1.1865710448226465,-1.3840166343575092e-13,1.0,3002,4604,7.244438749999972,,,,,,,,,,,,
grid,True,,2.0,0.5,0.6,48,100,injection,0.5313836830189984,0.46512234509525496,0.4971503040239945,6,0.9390843346775823,1.1775405554223306,-6.895083666577041e-14,1.0,1502,2304,3.770938041008776,,,,,,,,,,,,
grid,True,,2.0,0.5,0.6,48,200,injection,0.5313614328856108,0.465121943142812,0.4971396807486847,7,0.9391262902916545,1.1775153933387368,-1.338768594944078e-13,1.0,3002,4604,7.401143166993279,,,,,,,,,,,,
grid,True,,2.0,0.5,0.75,24,100,injection,0.5428742840412615,0.4488725176144308,0.4936409085820711,5,0.9176312434341422,1.1692282695312615,-6.671875431386496e-14,1.0,1502,2304,3.7831535410077777,,,,,,,,,,,,
grid,True,,2.0,0.5,0.75,24,200,injection,0.5428596465481816,0.44887204915655377,0.49363399594282886,6,0.91765830639328,1.1692118963881972,-1.350202579288505e-13,1.0,3002,4604,7.491532624990214,,,,,,,,,,,,
grid,True,,2.0,0.5,0.75,48,100,injection,0.5406657346291723,0.44613488848980665,0.49113119146420053,7,0.9217220961047761,1.1632838023047316,-6.809679548653185e-14,1.0,1502,2304,3.8584362079855055,,,,,,,,,,,,
grid,True,,2.0,0.5,0.75,48,200,injection,0.54064467438242,0.44613490488108143,0.49112163501526196,7,0.9217611787074673,1.1632611670853628,-1.333884053041688e-13,1.0,3002,4604,7.44606304197805,,,,,,,,,,,,
grid,True,,2.0,0.5,0.9,24,100,injection,0.5487262512953173,0.39229169881233095,0.4639620170914447,3,0.9068640096606838,1.098931423512428,-6.412933683824976e-14,1.0,1502,2304,3.7838419170002453,,,,,,,,,,,,
grid,True,,2.0,0.5,0.9,24,200,injection,0.5487118973594106,0.3922929885718311,0.46395671142903305,3,0.9068902937196279,1.0989188566234762,-1.289371846351154e-13,1.0,3002,4604,7.808918416994857,,,,,,,,,,,,
grid,True,,2.0,0.5,0.9,48,100,injection,0.5505046391379392,0.3762010845458178,0.4550828960653177,3,0.903612261352242,1.07790050988301,-6.331327141438222e-14,1.0,1502,2304,3.78383579099318,,,,,,,,,,,,
grid,True,,2.0,0.5,0.9,48,200,injection,0.5504843101018713,0.37620027186994615,0.4550740018068091,4,0.9036493798017802,1.0778794431150331,-1.2630808164617074e-13,1.0,3002,4604,7.331888625019928,,,,,,,,,,,,
grid,True,,2.0,0.5,0.99,24,100,injection,0.5600408926569125,0.30633898461392955,0.41420086721154664,3,0.8863317086354557,0.9810681302714346,-5.736441508914555e-14,1.0,1502,2304,3.742782250017626,,,,,,,,,,,,
grid,True,,2.0,0.5,0.99,24,200,injection,0.5600188155249541,0.30633715507327114,0.4141914662754624,4,0.8863714172089096,0.9810458633967925,-1.1423289276520855e-13,1.0,3002,4604,7.311254250002094,,,,,,,,,,,,
grid,True,,2.0,0.5,0.99,48,100,injection,0.5540054505801772,0.23857328787854198,0.363553162340181,5,0.8972382028242305,0.8611049600946028,-4.941156934693336e-14,1.0,1502,2304,3.8211463750049006,,,,,,,,,,,,
grid,True,,2.0,0.5,0.99,48,200,injection,0.55398993090888,0.23857457143598923,0.3635490480615227,5,0.8972663815945895,0.8610952150940723,-9.904208787253105e-14,1.0,3002,4604,7.177002750016982,,,,,,,,,,,,
grid,True,,2.0,1.0,0.3,24,100,injection,0.47924744430017135,0.5253805666069327,0.5017841107800728,6,1.042403359137543,1.1885161001159708,-7.045089547336592e-14,1.0,1502,2304,3.684343249973608,,,,,,,,,,,,
grid,True,,2.0,1.0,0.3,24,200,injection,0.479137029840817,0.5253862536646668,0.5017290195913353,6,1.042633976803393,1.1883856121962015,-1.426764333761995e-13,1.0,3002,4604,7.283516082999995,,,,,,,,,,,,
grid,True,,2.0,1.0,0.3,48,100,injection,0.4523184628133429,0.02241298386032657,0.10068667442498624,31,1.1003779844488921,0.23848450170172952,-1.4029890486444697e-14,1.0,1502,2304,3.7882450000033714,,,,,,,,,,,,
grid,True,,2.0,1.0,0.3,48,200,injection,0.4527896946849019,0.022410254859102953,0.1007329760081775,31,1.0993319924021028,0.2385941707324968,-2.8347937618072973e-14,1.0,3002,4604,7.18330387500464,,,,,,,,,,,,
grid,True,,2.0,1.0,0.45,24,100,injection,0.49952125333806946,0.6838529717445381,0.58446479239112,4,1.0009579521598218,1.3843519569160712,-8.116223088854205e-14,1.0,1502,2304,3.778274916985538,,,,,,,,,,,,
